workerid,proliferate.condition,adj1,adj2,label,left_end,left_end_tr,object,response,right_end,right_end_tr,rt,slide_number_in_experiment,trial_type,error
972,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",man,[0.98],"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",3272,43,,
972,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",man,[0.02],"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",3059,44,,
972,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""","""zayıf mutlu kadın""",woman,[0.95],"""happy skinny woman""","""mutlu zayıf kadın""",2676,45,,
972,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""","""metal kirli kaşık""",spoon,[0.97],"""dirty metal spoon""","""kirli metal kaşık""",3320,46,,
972,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",picture,[0.01],"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",3476,47,,
972,condition1,wet,green,shorts_wet_green,"""green wet shorts""","""yeşil ıslak şort""",shorts,[0.98],"""wet green shorts""","""ıslak yeşil şort""",2986,48,,
972,condition1,spotted,green,frog_spotted_green,"""green spotted frog""","""yeşil benekli kurbağa""",frog,[0],"""spotted green frog""","""benekli yeşil kurbağa""",3265,49,,
972,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""","""şişman mutsuz kadın""",woman,[0.97],"""sad fat woman""","""mutsuz şişman kadın""",4062,50,,
972,condition1,old,sad,woman_old_sad,"""old sad woman""","""yaşlı mutsuz kadın""",woman,[0.96],"""sad old woman""","""mutsuz yaşlı kadın""",3196,51,,
972,condition1,wet,red,shorts_wet_red,"""red wet shorts""","""kırmızı ıslak şort""",shorts,[0.98],"""wet red shorts""","""ıslak kırmızı şort""",2886,52,,
972,condition1,black,glossy,nails_black_glossy,"""glossy black nails""","""parlak siyah oje""",nails,[0.01],"""black glossy nails""","""siyah parlak oje""",6276,53,,
972,condition1,open,wooden,box_open_wood,"""wooden open box""","""tahta açık kutu""",box,[0.96],"""open wooden box""","""açık tahta kutu""",2368,54,,
972,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0.01],"""wooden dirty spoon""","""tahta kirli kaşık""",3302,55,,
972,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""","""kapalı karton kutu""",box,[0.03],"""cardboard closed box""","""karton kapalı kutu""",3459,56,,
972,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""","""açık karton kutu""",box,[0.01],"""cardboard open box""","""karton açık kutu""",2492,57,,
972,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[0.02],"""brown straight hair""","""kahverengi düz saç""",3521,58,,
972,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.98],"""happy old woman""","""mutlu yaşlı kadın""",3032,59,,
972,condition1,wooden,low,table_wood_low,"""low wooden table""","""alçak tahta masa""",table,[0],"""wooden low table""","""tahta alçak masa""",2168,60,,
972,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""","""temiz metal kaşık""",spoon,[0.02],"""metal clean spoon""","""metal temiz kaşık""",2822,61,,
972,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""","""mutsuz zayıf kadın""",woman,[0.97],"""skinny sad woman""","""zayıf mutsuz kadın""",2462,62,,
946,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,
946,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""","""metal temiz kaşık""",spoon,[0.99],"""clean metal spoon""","""temiz metal kaşık""",92311,3,,
946,condition1,colored,square,picture_colored_square,"""square colored picture""","""kare renkli resim""",picture,[0.99],"""colored square picture""","""renkli kare resim""",36398,4,,
946,condition1,long,black,pencil_long_black,"""long black pencil""","""uzun siyah kalem""",pencil,[0.02],"""black long pencil""","""siyah uzun kalem""",7387,5,,
946,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0.01],"""green spotted frog""","""yeşil benekli kurbağa""",7441,6,,
946,condition1,young,happy,woman_young_happy,"""young happy woman""","""genç mutlu kadın""",woman,[0.01],"""happy young woman""","""mutlu genç kadın""",4872,7,,
946,condition1,spotted,red,frog_spotted_red,"""spotted red frog""","""benekli kırmızı kurbağa""",frog,[0.01],"""red spotted frog""","""kırmızı benekli kurbağa""",9176,8,,
946,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""","""sakallı şapkalı adam""",man,[0],"""hat-wearing bearded man""","""şapkalı sakallı adam""",9536,9,,
946,condition1,glass,small,bottle_glass_small,"""small glass bottle""","""küçük cam şişe""",bottle,[0.02],"""glass small bottle""","""cam küçük şişe""",7503,10,,
946,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""","""zayıf mutlu kadın""",woman,[0.99],"""happy skinny woman""","""mutlu zayıf kadın""",12754,11,,
946,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""","""şişman mutsuz kadın""",woman,[0.99],"""sad fat woman""","""mutsuz şişman kadın""",5325,12,,
946,condition1,sad,skinny,woman2_sad_skinny,"""sad skinny woman""","""mutsuz zayıf kadın""",woman,[0],"""skinny sad woman""","""zayıf mutsuz kadın""",12770,13,,
946,condition1,red,matte,nails_red_matte,"""matte red nails""","""mat kırmızı oje""",nails,[0.98],"""red matte nails""","""kırmızı mat oje""",8355,14,,
946,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[0.01],"""green striped frog""","""yeşil çizgili kurbağa""",10259,15,,
946,condition1,black and white,square,picture_bw_square,"""black and white square picture""","""siyah beyaz kare resim""",picture,[0],"""square black and white picture""","""kare siyah beyaz resim""",8056,16,,
946,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0],"""curly brown hair""","""kıvırcık kahverengi saç""",4519,17,,
946,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""","""küçük plastik şişe""",bottle,[1],"""plastic small bottle""","""plastik küçük şişe""",4909,18,,
946,condition1,small,triangular,earring_small_triangular,"""small triangular earring""","""küçük üçgen küpe""",earring,[0],"""triangular small earring""","""üçgen küçük küpe""",7173,19,,
946,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",picture,[0.99],"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",6381,20,,
946,condition1,glass,big,bottle_glass_big,"""big glass bottle""","""büyük cam şişe""",bottle,[0.01],"""glass big bottle""","""cam büyük şişe""",5313,21,,
946,condition1,straight,brown,hair_straight_brown,"""brown straight hair""","""kahverengi düz saç""",hair,[0.01],"""straight brown hair""","""düz kahverengi saç""",7682,22,,
946,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.01],"""happy old woman""","""mutlu yaşlı kadın""",56703,23,,
946,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",man,[0.98],"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",4712,24,,
946,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0.98],"""wooden clean spoon""","""tahta temiz kaşık""",6681,25,,
946,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""","""sarı düz saç""",hair,[0.97],"""straight blond hair""","""düz sarı saç""",3790,26,,
946,condition1,short,blue,pencil_short_blue,"""short blue pencil""","""kısa mavi kalem""",pencil,[0.99],"""blue short pencil""","""mavi kısa kalem""",3946,27,,
946,condition1,big,triangular,earring_big_triangular,"""big triangular earring""","""büyük üçgen küpe""",earring,[0.97],"""triangular big earring""","""üçgen büyük küpe""",4849,28,,
946,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""","""sakalsız genç adam""",man,[0.99],"""young clean-shaven man""","""genç sakalsız adam""",4356,29,,
946,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""","""açık karton kutu""",box,[0.02],"""cardboard open box""","""karton açık kutu""",6331,30,,
946,condition1,closed,wooden,box_closed_wood,"""wooden closed box""","""tahta kapalı kutu""",box,[0.01],"""closed wooden box""","""kapalı tahta kutu""",10033,31,,
946,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""","""metal kirli kaşık""",spoon,[0.99],"""dirty metal spoon""","""kirli metal kaşık""",5434,32,,
946,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""","""sarı kıvırcık saç""",hair,[0.99],"""curly blond hair""","""kıvırcık sarı saç""",3966,33,,
946,condition1,metal,high,table_metal_high,"""high metal table""","""yüksek metal masa""",table,[0.98],"""metal high table""","""metal yüksek masa""",5228,34,,
946,condition1,colored,rectangular,picture_colored_rectangular,"""rectangular colored picture""","""dikdörtgen renkli resim""",picture,[0.01],"""colored rectangular picture""","""renkli dikdörtgen resim""",5578,35,,
946,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0.01],"""green dry shorts""","""yeşil kuru şort""",12447,36,,
946,condition1,young,sad,woman_young_sad,"""sad young woman""","""mutsuz genç kadın""",woman,[0.98],"""young sad woman""","""genç mutsuz kadın""",8942,37,,
946,condition1,wooden,low,table_wood_low,"""wooden low table""","""tahta alçak masa""",table,[0.97],"""low wooden table""","""alçak tahta masa""",5449,38,,
946,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0.99],"""wooden dirty spoon""","""tahta kirli kaşık""",3578,39,,
946,condition1,black,matte,nails_black_matte,"""matte black nails""","""mat siyah oje""",nails,[0.01],"""black matte nails""","""siyah mat oje""",4212,40,,
946,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""","""karton kapalı kutu""",box,[0.99],"""closed cardboard box""","""kapalı karton kutu""",4322,41,,
946,condition1,striped,red,frog_striped_red,"""striped red frog""","""çizgili kırmızı kurbağa""",frog,[0.01],"""red striped frog""","""kırmızı çizgili kurbağa""",6709,42,,
946,condition1,young,bearded,man_young_bearded,"""bearded young man""","""sakallı genç adam""",man,[0],"""young bearded man""","""genç sakallı adam""",3257,43,,
946,condition1,red,glossy,nails_red_glossy,"""glossy red nails""","""parlak kırmızı oje""",nails,[0.02],"""red glossy nails""","""kırmızı parlak oje""",4950,44,,
946,condition1,metal,low,table_metal_low,"""metal low table""","""metal alçak masa""",table,[0.99],"""low metal table""","""alçak metal masa""",5169,45,,
946,condition1,dry,red,shorts_dry_red,"""red dry shorts""","""kırmızı kuru şort""",shorts,[0.98],"""dry red shorts""","""kuru kırmızı şort""",3429,46,,
946,condition1,open,wooden,box_open_wood,"""open wooden box""","""açık tahta kutu""",box,[0.02],"""wooden open box""","""tahta açık kutu""",5798,47,,
946,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""","""plastik büyük şişe""",bottle,[0.98],"""big plastic bottle""","""büyük plastik şişe""",5592,48,,
946,condition1,wooden,high,table_wood_high,"""high wooden table""","""yüksek tahta masa""",table,[0.01],"""wooden high table""","""tahta yüksek masa""",3510,49,,
946,condition1,short,black,pencil_short_black,"""black short pencil""","""siyah kısa kalem""",pencil,[0.98],"""short black pencil""","""kısa siyah kalem""",4004,50,,
946,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",man,[0.01],"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",4392,51,,
946,condition1,old,bearded,man_old_bearded,"""old bearded man""","""yaşlı sakallı adam""",man,[0.97],"""bearded old man""","""sakallı yaşlı adam""",4115,52,,
946,condition1,big,round,earring_big_round,"""big round earring""","""büyük yuvarlak küpe""",earring,[0.01],"""round big earring""","""yuvarlak büyük küpe""",4349,53,,
946,condition1,wet,red,shorts_wet_red,"""red wet shorts""","""kırmızı ıslak şort""",shorts,[0.99],"""wet red shorts""","""ıslak kırmızı şort""",3864,54,,
946,condition1,wet,green,shorts_wet_green,"""wet green shorts""","""ıslak yeşil şort""",shorts,[0],"""green wet shorts""","""yeşil ıslak şort""",3111,55,,
946,condition1,long,blue,pencil_long_blue,"""long blue pencil""","""uzun mavi kalem""",pencil,[0.01],"""blue long pencil""","""mavi uzun kalem""",3744,56,,
946,condition1,black,glossy,nails_black_glossy,"""glossy black nails""","""parlak siyah oje""",nails,[0.02],"""black glossy nails""","""siyah parlak oje""",3371,57,,
946,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""","""mutlu şişman kadın""",woman,[0],"""fat happy woman""","""şişman mutlu kadın""",3188,58,,
946,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",man,[0],"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",3233,59,,
946,condition1,old,sad,woman_old_sad,"""sad old woman""","""mutsuz yaşlı kadın""",woman,[0.01],"""old sad woman""","""yaşlı mutsuz kadın""",4508,60,,
946,condition1,small,round,earring_small_round,"""round small earring""","""yuvarlak küçük küpe""",earring,[0.98],"""small round earring""","""küçük yuvarlak küpe""",7949,61,,
946,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""","""sakalsız yaşlı adam""",man,[0.03],"""old clean-shaven man""","""yaşlı sakalsız adam""",4104,62,,
939,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,
939,condition1,long,blue,pencil_long_blue,"""blue long pencil""","""mavi uzun kalem""",pencil,[1],"""long blue pencil""","""uzun mavi kalem""",12347,3,,
939,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""","""yaşlı sakalsız adam""",man,[1],"""clean-shaven old man""","""sakalsız yaşlı adam""",9845,4,,
939,condition1,striped,red,frog_striped_red,"""striped red frog""","""çizgili kırmızı kurbağa""",frog,[1],"""red striped frog""","""kırmızı çizgili kurbağa""",13766,5,,
939,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""","""sakallı şapkalı adam""",man,[0],"""hat-wearing bearded man""","""şapkalı sakallı adam""",9710,6,,
939,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""","""genç sakalsız adam""",man,[1],"""clean-shaven young man""","""sakalsız genç adam""",5467,7,,
939,condition1,striped,green,frog_striped_green,"""green striped frog""","""yeşil çizgili kurbağa""",frog,[0],"""striped green frog""","""çizgili yeşil kurbağa""",9048,8,,
939,condition1,spotted,red,frog_spotted_red,"""red spotted frog""","""kırmızı benekli kurbağa""",frog,[0],"""spotted red frog""","""benekli kırmızı kurbağa""",6121,9,,
