workerid,proliferate.condition,adj1,adj2,label,left_end,left_end_tr,object,response,right_end,right_end_tr,rt,slide_number_in_experiment,trial_type,error
944,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[0.97],"""brown straight hair""","""kahverengi düz saç""",3074,56,,
944,condition1,red,matte,nails_red_matte,"""matte red nails""","""mat kırmızı oje""",nails,[0],"""red matte nails""","""kırmızı mat oje""",4726,57,,
944,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""","""karton kapalı kutu""",box,[0.96],"""closed cardboard box""","""kapalı karton kutu""",3390,58,,
944,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0.02],"""rectangular colored picture""","""dikdörtgen renkli resim""",4674,59,,
944,condition1,striped,red,frog_striped_red,"""red striped frog""","""kırmızı çizgili kurbağa""",frog,[0.97],"""striped red frog""","""çizgili kırmızı kurbağa""",7022,60,,
944,condition1,glass,small,bottle_glass_small,"""small glass bottle""","""küçük cam şişe""",bottle,[0.03],"""glass small bottle""","""cam küçük şişe""",4936,61,,
944,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",man,[0.98],"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",5641,62,,
950,condition1,,,,,,beyaz,Beyaz,,,0,1,bot_check,
950,condition1,striped,green,frog_striped_green,"""green striped frog""","""yeşil çizgili kurbağa""",frog,[0],"""striped green frog""","""çizgili yeşil kurbağa""",13871,3,,
950,condition1,long,blue,pencil_long_blue,"""long blue pencil""","""uzun mavi kalem""",pencil,[0],"""blue long pencil""","""mavi uzun kalem""",7672,4,,
950,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0],"""wooden clean spoon""","""tahta temiz kaşık""",2736,5,,
950,condition1,young,bearded,man_young_bearded,"""young bearded man""","""genç sakallı adam""",man,[1],"""bearded young man""","""sakallı genç adam""",2913,6,,
950,condition1,wooden,low,table_wood_low,"""low wooden table""","""alçak tahta masa""",table,[1],"""wooden low table""","""tahta alçak masa""",3471,7,,
950,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""","""yaşlı sakalsız adam""",man,[0],"""clean-shaven old man""","""sakalsız yaşlı adam""",4720,8,,
950,condition1,short,blue,pencil_short_blue,"""short blue pencil""","""kısa mavi kalem""",pencil,[1],"""blue short pencil""","""mavi kısa kalem""",6280,9,,
950,condition1,dry,red,shorts_dry_red,"""red dry shorts""","""kırmızı kuru şort""",shorts,[0],"""dry red shorts""","""kuru kırmızı şort""",4560,10,,
950,condition1,wet,green,shorts_wet_green,"""wet green shorts""","""ıslak yeşil şort""",shorts,[0],"""green wet shorts""","""yeşil ıslak şort""",2632,11,,
950,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""","""metal kirli kaşık""",spoon,[1],"""dirty metal spoon""","""kirli metal kaşık""",4464,12,,
950,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0],"""wooden dirty spoon""","""tahta kirli kaşık""",2263,13,,
950,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""","""mutlu şişman kadın""",woman,[0],"""fat happy woman""","""şişman mutlu kadın""",3912,14,,
950,condition1,young,happy,woman_young_happy,"""happy young woman""","""mutlu genç kadın""",woman,[0],"""young happy woman""","""genç mutlu kadın""",2032,15,,
950,condition1,small,round,earring_small_round,"""round small earring""","""yuvarlak küçük küpe""",earring,[0],"""small round earring""","""küçük yuvarlak küpe""",2488,16,,
950,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""","""kıvırcık sarı saç""",hair,[0],"""blond curly hair""","""sarı kıvırcık saç""",2240,17,,
950,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",man,[0],"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",3576,18,,
950,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""","""büyük plastik şişe""",bottle,[1],"""plastic big bottle""","""plastik büyük şişe""",2304,19,,
950,condition1,red,matte,nails_red_matte,"""matte red nails""","""mat kırmızı oje""",nails,[0],"""red matte nails""","""kırmızı mat oje""",2064,20,,
950,condition1,metal,high,table_metal_high,"""high metal table""","""yüksek metal masa""",table,[0],"""metal high table""","""metal yüksek masa""",3601,21,,
950,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0],"""green dry shorts""","""yeşil kuru şort""",3599,22,,
950,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",picture,[1],"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",3472,23,,
950,condition1,striped,red,frog_striped_red,"""striped red frog""","""çizgili kırmızı kurbağa""",frog,[0],"""red striped frog""","""kırmızı çizgili kurbağa""",8760,24,,
950,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""","""kapalı karton kutu""",box,[0],"""cardboard closed box""","""karton kapalı kutu""",2824,25,,
950,condition1,old,happy,woman_old_happy,"""happy old woman""","""mutlu yaşlı kadın""",woman,[0],"""old happy woman""","""yaşlı mutlu kadın""",2840,26,,
950,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""","""sakalsız genç adam""",man,[0],"""young clean-shaven man""","""genç sakalsız adam""",1504,27,,
950,condition1,short,black,pencil_short_black,"""black short pencil""","""siyah kısa kalem""",pencil,[1],"""short black pencil""","""kısa siyah kalem""",4320,28,,
950,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[1],"""big glass bottle""","""büyük cam şişe""",3296,29,,
950,condition1,open,wooden,box_open_wood,"""wooden open box""","""tahta açık kutu""",box,[1],"""open wooden box""","""açık tahta kutu""",3664,30,,
950,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""","""düz sarı saç""",hair,[0],"""blond straight hair""","""sarı düz saç""",2536,31,,
950,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""","""temiz metal kaşık""",spoon,[0],"""metal clean spoon""","""metal temiz kaşık""",4192,32,,
950,condition1,closed,wooden,box_closed_wood,"""closed wooden box""","""kapalı tahta kutu""",box,[0],"""wooden closed box""","""tahta kapalı kutu""",5712,33,,
950,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0],"""green spotted frog""","""yeşil benekli kurbağa""",2213,34,,
950,condition1,wooden,high,table_wood_high,"""high wooden table""","""yüksek tahta masa""",table,[0],"""wooden high table""","""tahta yüksek masa""",2967,35,,
950,condition1,black,glossy,nails_black_glossy,"""black glossy nails""","""siyah parlak oje""",nails,[0],"""glossy black nails""","""parlak siyah oje""",2319,36,,
950,condition1,long,black,pencil_long_black,"""long black pencil""","""uzun siyah kalem""",pencil,[0],"""black long pencil""","""siyah uzun kalem""",1728,37,,
950,condition1,small,triangular,earring_small_triangular,"""triangular small earring""","""üçgen küçük küpe""",earring,[1],"""small triangular earring""","""küçük üçgen küpe""",4816,38,,
950,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""","""mutlu zayıf kadın""",woman,[1],"""skinny happy woman""","""zayıf mutlu kadın""",4464,39,,
950,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""","""plastik küçük şişe""",bottle,[0],"""small plastic bottle""","""küçük plastik şişe""",2424,40,,
950,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0],"""rectangular colored picture""","""dikdörtgen renkli resim""",5168,41,,
950,condition1,glass,small,bottle_glass_small,"""small glass bottle""","""küçük cam şişe""",bottle,[0],"""glass small bottle""","""cam küçük şişe""",2936,42,,
950,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",man,[1],"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",2336,43,,
950,condition1,wet,red,shorts_wet_red,"""wet red shorts""","""ıslak kırmızı şort""",shorts,[0],"""red wet shorts""","""kırmızı ıslak şort""",2632,44,,
950,condition1,colored,square,picture_colored_square,"""square colored picture""","""kare renkli resim""",picture,[0],"""colored square picture""","""renkli kare resim""",2056,45,,
950,condition1,young,sad,woman_young_sad,"""young sad woman""","""genç mutsuz kadın""",woman,[0],"""sad young woman""","""mutsuz genç kadın""",3664,46,,
950,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""","""şişman mutsuz kadın""",woman,[0],"""sad fat woman""","""mutsuz şişman kadın""",1784,47,,
950,condition1,spotted,red,frog_spotted_red,"""red spotted frog""","""kırmızı benekli kurbağa""",frog,[0],"""spotted red frog""","""benekli kırmızı kurbağa""",1976,48,,
950,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""","""zayıf mutsuz kadın""",woman,[0],"""sad skinny woman""","""mutsuz zayıf kadın""",2936,49,,
950,condition1,curly,brown,hair_curly_brown,"""curly brown hair""","""kıvırcık kahverengi saç""",hair,[0],"""brown curly hair""","""kahverengi kıvırcık saç""",2120,50,,
950,condition1,old,bearded,man_old_bearded,"""old bearded man""","""yaşlı sakallı adam""",man,[0],"""bearded old man""","""sakallı yaşlı adam""",1904,51,,
950,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""","""şapkalı sakallı adam""",man,[0],"""bearded hat-wearing man""","""sakallı şapkalı adam""",3456,52,,
950,condition1,black,matte,nails_black_matte,"""matte black nails""","""mat siyah oje""",nails,[1],"""black matte nails""","""siyah mat oje""",2015,53,,
950,condition1,old,sad,woman_old_sad,"""old sad woman""","""yaşlı mutsuz kadın""",woman,[1],"""sad old woman""","""mutsuz yaşlı kadın""",2896,54,,
950,condition1,red,glossy,nails_red_glossy,"""red glossy nails""","""kırmızı parlak oje""",nails,[0],"""glossy red nails""","""parlak kırmızı oje""",1528,55,,
950,condition1,big,round,earring_big_round,"""round big earring""","""yuvarlak büyük küpe""",earring,[1],"""big round earring""","""büyük yuvarlak küpe""",2291,56,,
950,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[1],"""brown straight hair""","""kahverengi düz saç""",4104,57,,
950,condition1,metal,low,table_metal_low,"""low metal table""","""alçak metal masa""",table,[0],"""metal low table""","""metal alçak masa""",3816,58,,
950,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",man,[0],"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",4776,59,,
950,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""","""karton açık kutu""",box,[1],"""open cardboard box""","""açık karton kutu""",2664,60,,
950,condition1,black and white,square,picture_bw_square,"""square black and white picture""","""kare siyah beyaz resim""",picture,[1],"""black and white square picture""","""siyah beyaz kare resim""",6568,61,,
950,condition1,big,triangular,earring_big_triangular,"""triangular big earring""","""üçgen büyük küpe""",earring,[1],"""big triangular earring""","""büyük üçgen küpe""",4176,62,,
967,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,
967,condition1,short,black,pencil_short_black,"""short black pencil""","""kısa siyah kalem""",pencil,[0.8],"""black short pencil""","""siyah kısa kalem""",14086,3,,
967,condition1,colored,square,picture_colored_square,"""square colored picture""","""kare renkli resim""",picture,[0.71],"""colored square picture""","""renkli kare resim""",9481,4,,
967,condition1,old,sad,woman_old_sad,"""old sad woman""","""yaşlı mutsuz kadın""",woman,[0.81],"""sad old woman""","""mutsuz yaşlı kadın""",5250,5,,
967,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0.77],"""wooden dirty spoon""","""tahta kirli kaşık""",3868,6,,
967,condition1,wooden,high,table_wood_high,"""wooden high table""","""tahta yüksek masa""",table,[0.78],"""high wooden table""","""yüksek tahta masa""",6098,7,,
967,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""","""sakalsız yaşlı adam""",man,[0.14],"""old clean-shaven man""","""yaşlı sakalsız adam""",4451,8,,
967,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""","""mutlu zayıf kadın""",woman,[0.14],"""skinny happy woman""","""zayıf mutlu kadın""",12367,9,,
967,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0.19],"""wooden clean spoon""","""tahta temiz kaşık""",2766,10,,
967,condition1,striped,green,frog_striped_green,"""green striped frog""","""yeşil çizgili kurbağa""",frog,[0.8],"""striped green frog""","""çizgili yeşil kurbağa""",6187,11,,
967,condition1,young,happy,woman_young_happy,"""happy young woman""","""mutlu genç kadın""",woman,[0.14],"""young happy woman""","""genç mutlu kadın""",4168,12,,
967,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""","""düz sarı saç""",hair,[0.12],"""blond straight hair""","""sarı düz saç""",30357,13,,
967,condition1,wooden,low,table_wood_low,"""wooden low table""","""tahta alçak masa""",table,[0.8],"""low wooden table""","""alçak tahta masa""",2736,14,,
967,condition1,glass,big,bottle_glass_big,"""big glass bottle""","""büyük cam şişe""",bottle,[0.12],"""glass big bottle""","""cam büyük şişe""",2184,15,,
967,condition1,striped,red,frog_striped_red,"""striped red frog""","""çizgili kırmızı kurbağa""",frog,[0.73],"""red striped frog""","""kırmızı çizgili kurbağa""",2614,16,,
967,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0.16],"""curly brown hair""","""kıvırcık kahverengi saç""",2363,17,,
967,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",man,[0.19],"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",3591,18,,
967,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""","""zayıf mutsuz kadın""",woman,[0.84],"""sad skinny woman""","""mutsuz zayıf kadın""",3300,19,,
967,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",man,[0.81],"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",4833,20,,
967,condition1,dry,red,shorts_dry_red,"""red dry shorts""","""kırmızı kuru şort""",shorts,[0.8],"""dry red shorts""","""kuru kırmızı şort""",6750,21,,
967,condition1,wet,red,shorts_wet_red,"""red wet shorts""","""kırmızı ıslak şort""",shorts,[0.81],"""wet red shorts""","""ıslak kırmızı şort""",2824,22,,
967,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""","""karton kapalı kutu""",box,[0.83],"""closed cardboard box""","""kapalı karton kutu""",4894,23,,
967,condition1,small,round,earring_small_round,"""small round earring""","""küçük yuvarlak küpe""",earring,[0.14],"""round small earring""","""yuvarlak küçük küpe""",4632,24,,
967,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""","""kıvırcık sarı saç""",hair,[0.17],"""blond curly hair""","""sarı kıvırcık saç""",3934,25,,
967,condition1,metal,low,table_metal_low,"""metal low table""","""metal alçak masa""",table,[0.84],"""low metal table""","""alçak metal masa""",2562,26,,
967,condition1,metal,high,table_metal_high,"""high metal table""","""yüksek metal masa""",table,[0.08],"""metal high table""","""metal yüksek masa""",3334,27,,
967,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""","""mutlu şişman kadın""",woman,[0.12],"""fat happy woman""","""şişman mutlu kadın""",3086,28,,
967,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0.14],"""green dry shorts""","""yeşil kuru şort""",2710,29,,
967,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""","""şapkalı sakallı adam""",man,[0.14],"""bearded hat-wearing man""","""sakallı şapkalı adam""",3752,30,,
967,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""","""plastik küçük şişe""",bottle,[0.81],"""small plastic bottle""","""küçük plastik şişe""",14248,31,,
967,condition1,glass,small,bottle_glass_small,"""glass small bottle""","""cam küçük şişe""",bottle,[0.94],"""small glass bottle""","""küçük cam şişe""",1979,32,,
967,condition1,red,matte,nails_red_matte,"""red matte nails""","""kırmızı mat oje""",nails,[0.14],"""matte red nails""","""mat kırmızı oje""",3628,33,,
967,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""","""kirli metal kaşık""",spoon,[0.13],"""metal dirty spoon""","""metal kirli kaşık""",2053,34,,
967,condition1,open,wooden,box_open_wood,"""wooden open box""","""tahta açık kutu""",box,[0.86],"""open wooden box""","""açık tahta kutu""",3192,35,,
967,condition1,black,glossy,nails_black_glossy,"""black glossy nails""","""siyah parlak oje""",nails,[0.12],"""glossy black nails""","""parlak siyah oje""",2251,36,,
967,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",picture,[0.83],"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",4428,37,,
967,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.83],"""happy old woman""","""mutlu yaşlı kadın""",2567,38,,
967,condition1,wet,green,shorts_wet_green,"""wet green shorts""","""ıslak yeşil şort""",shorts,[0.13],"""green wet shorts""","""yeşil ıslak şort""",3719,39,,
967,condition1,long,black,pencil_long_black,"""long black pencil""","""uzun siyah kalem""",pencil,[0.92],"""black long pencil""","""siyah uzun kalem""",5981,40,,
967,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0.87],"""green spotted frog""","""yeşil benekli kurbağa""",3115,41,,
967,condition1,spotted,red,frog_spotted_red,"""spotted red frog""","""benekli kırmızı kurbağa""",frog,[0.95],"""red spotted frog""","""kırmızı benekli kurbağa""",2033,42,,
967,condition1,big,round,earring_big_round,"""round big earring""","""yuvarlak büyük küpe""",earring,[0.93],"""big round earring""","""büyük yuvarlak küpe""",6001,43,,
967,condition1,big,triangular,earring_big_triangular,"""big triangular earring""","""büyük üçgen küpe""",earring,[0.89],"""triangular big earring""","""üçgen büyük küpe""",3964,44,,
967,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""","""açık karton kutu""",box,[0.1],"""cardboard open box""","""karton açık kutu""",7838,45,,
967,condition1,long,blue,pencil_long_blue,"""blue long pencil""","""mavi uzun kalem""",pencil,[0.93],"""long blue pencil""","""uzun mavi kalem""",4026,46,,
967,condition1,black and white,square,picture_bw_square,"""square black and white picture""","""kare siyah beyaz resim""",picture,[0.94],"""black and white square picture""","""siyah beyaz kare resim""",5291,47,,
967,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",man,[0.91],"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",2602,48,,
967,condition1,young,sad,woman_young_sad,"""sad young woman""","""mutsuz genç kadın""",woman,[0.06],"""young sad woman""","""genç mutsuz kadın""",3193,49,,
967,condition1,red,glossy,nails_red_glossy,"""red glossy nails""","""kırmızı parlak oje""",nails,[0.92],"""glossy red nails""","""parlak kırmızı oje""",4172,50,,
967,condition1,black,matte,nails_black_matte,"""black matte nails""","""siyah mat oje""",nails,[0.05],"""matte black nails""","""mat siyah oje""",3388,51,,
967,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""","""şişman mutsuz kadın""",woman,[0.84],"""sad fat woman""","""mutsuz şişman kadın""",3829,52,,
967,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""","""genç sakalsız adam""",man,[0.85],"""clean-shaven young man""","""sakalsız genç adam""",2778,53,,
967,condition1,small,triangular,earring_small_triangular,"""triangular small earring""","""üçgen küçük küpe""",earring,[0.88],"""small triangular earring""","""küçük üçgen küpe""",3979,54,,
967,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""","""temiz metal kaşık""",spoon,[0.08],"""metal clean spoon""","""metal temiz kaşık""",3036,55,,
967,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""","""büyük plastik şişe""",bottle,[0.09],"""plastic big bottle""","""plastik büyük şişe""",3033,56,,
967,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[0.07],"""brown straight hair""","""kahverengi düz saç""",1975,57,,
967,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0.17],"""rectangular colored picture""","""dikdörtgen renkli resim""",3366,58,,
967,condition1,short,blue,pencil_short_blue,"""blue short pencil""","""mavi kısa kalem""",pencil,[0.93],"""short blue pencil""","""kısa mavi kalem""",3383,59,,
967,condition1,closed,wooden,box_closed_wood,"""wooden closed box""","""tahta kapalı kutu""",box,[0.92],"""closed wooden box""","""kapalı tahta kutu""",2945,60,,
967,condition1,old,bearded,man_old_bearded,"""old bearded man""","""yaşlı sakallı adam""",man,[0.93],"""bearded old man""","""sakallı yaşlı adam""",2521,61,,
967,condition1,young,bearded,man_young_bearded,"""bearded young man""","""sakallı genç adam""",man,[0.05],"""young bearded man""","""genç sakallı adam""",2683,62,,
972,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,
972,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""","""renkli dikdörtgen resim""",picture,[0],"""rectangular colored picture""","""dikdörtgen renkli resim""",10546,3,,
972,condition1,small,round,earring_small_round,"""small round earring""","""küçük yuvarlak küpe""",earring,[0.01],"""round small earring""","""yuvarlak küçük küpe""",3986,4,,
972,condition1,big,triangular,earring_big_triangular,"""big triangular earring""","""büyük üçgen küpe""",earring,[0.02],"""triangular big earring""","""üçgen büyük küpe""",3792,5,,
972,condition1,wooden,high,table_wood_high,"""high wooden table""","""yüksek tahta masa""",table,[0.01],"""wooden high table""","""tahta yüksek masa""",3374,6,,
972,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""","""sakallı şapkalı adam""",man,[0.97],"""hat-wearing bearded man""","""şapkalı sakallı adam""",10688,7,,
972,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0.03],"""curly brown hair""","""kıvırcık kahverengi saç""",4218,8,,
972,condition1,black and white,square,picture_bw_square,"""square black and white picture""","""kare siyah beyaz resim""",picture,[0.01],"""black and white square picture""","""siyah beyaz kare resim""",5308,9,,
972,condition1,old,bearded,man_old_bearded,"""bearded old man""","""sakallı yaşlı adam""",man,[0],"""old bearded man""","""yaşlı sakallı adam""",2972,10,,
972,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0.02],"""wooden clean spoon""","""tahta temiz kaşık""",4628,11,,
972,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""","""gözlüklü sakallı adam""",man,[0.46],"""bearded glasses-wearing man""","""sakallı gözlüklü adam""",5642,12,,
972,condition1,spotted,red,frog_spotted_red,"""red spotted frog""","""kırmızı benekli kurbağa""",frog,[0.02],"""spotted red frog""","""benekli kırmızı kurbağa""",3358,13,,
972,condition1,colored,square,picture_colored_square,"""colored square picture""","""renkli kare resim""",picture,[0],"""square colored picture""","""kare renkli resim""",4048,14,,
972,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""","""sarı düz saç""",hair,[0.98],"""straight blond hair""","""düz sarı saç""",5626,15,,
972,condition1,dry,red,shorts_dry_red,"""dry red shorts""","""kuru kırmızı şort""",shorts,[0],"""red dry shorts""","""kırmızı kuru şort""",8365,16,,
972,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0.02],"""green dry shorts""","""yeşil kuru şort""",2809,17,,
972,condition1,red,glossy,nails_red_glossy,"""red glossy nails""","""kırmızı parlak oje""",nails,[0.96],"""glossy red nails""","""parlak kırmızı oje""",4473,18,,
972,condition1,metal,high,table_metal_high,"""high metal table""","""yüksek metal masa""",table,[0.03],"""metal high table""","""metal yüksek masa""",2854,19,,
972,condition1,short,black,pencil_short_black,"""black short pencil""","""siyah kısa kalem""",pencil,[0.98],"""short black pencil""","""kısa siyah kalem""",4746,20,,
972,condition1,black,matte,nails_black_matte,"""matte black nails""","""mat siyah oje""",nails,[0.98],"""black matte nails""","""siyah mat oje""",4193,21,,
972,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[0.03],"""green striped frog""","""yeşil çizgili kurbağa""",4351,22,,
972,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""","""büyük plastik şişe""",bottle,[0.02],"""plastic big bottle""","""plastik büyük şişe""",2136,23,,
972,condition1,glass,small,bottle_glass_small,"""glass small bottle""","""cam küçük şişe""",bottle,[0.98],"""small glass bottle""","""küçük cam şişe""",2592,24,,
972,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""","""yaşlı sakalsız adam""",man,[0.96],"""clean-shaven old man""","""sakalsız yaşlı adam""",6300,25,,
972,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""","""genç sakalsız adam""",man,[0.96],"""clean-shaven young man""","""sakalsız genç adam""",2902,26,,
972,condition1,young,bearded,man_young_bearded,"""young bearded man""","""genç sakallı adam""",man,[0.97],"""bearded young man""","""sakallı genç adam""",2451,27,,
972,condition1,striped,red,frog_striped_red,"""striped red frog""","""çizgili kırmızı kurbağa""",frog,[0.01],"""red striped frog""","""kırmızı çizgili kurbağa""",3397,28,,
972,condition1,metal,low,table_metal_low,"""low metal table""","""alçak metal masa""",table,[0.02],"""metal low table""","""metal alçak masa""",4359,29,,
972,condition1,young,sad,woman_young_sad,"""young sad woman""","""genç mutsuz kadın""",woman,[0.97],"""sad young woman""","""mutsuz genç kadın""",3382,30,,
972,condition1,short,blue,pencil_short_blue,"""short blue pencil""","""kısa mavi kalem""",pencil,[0.04],"""blue short pencil""","""mavi kısa kalem""",3979,31,,
972,condition1,big,round,earring_big_round,"""big round earring""","""büyük yuvarlak küpe""",earring,[0.02],"""round big earring""","""yuvarlak büyük küpe""",4238,32,,
972,condition1,red,matte,nails_red_matte,"""matte red nails""","""mat kırmızı oje""",nails,[0.01],"""red matte nails""","""kırmızı mat oje""",6574,33,,
972,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""","""küçük plastik şişe""",bottle,[0.02],"""plastic small bottle""","""plastik küçük şişe""",2087,34,,
972,condition1,glass,big,bottle_glass_big,"""glass big bottle""","""cam büyük şişe""",bottle,[0.97],"""big glass bottle""","""büyük cam şişe""",2669,35,,
972,condition1,small,triangular,earring_small_triangular,"""triangular small earring""","""üçgen küçük küpe""",earring,[0.98],"""small triangular earring""","""küçük üçgen küpe""",4185,36,,
972,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""","""mutlu şişman kadın""",woman,[0.01],"""fat happy woman""","""şişman mutlu kadın""",3576,37,,
972,condition1,young,happy,woman_young_happy,"""happy young woman""","""mutlu genç kadın""",woman,[0.02],"""young happy woman""","""genç mutlu kadın""",2129,38,,
972,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""","""sarı kıvırcık saç""",hair,[0.96],"""curly blond hair""","""kıvırcık sarı saç""",3789,39,,
972,condition1,long,black,pencil_long_black,"""long black pencil""","""uzun siyah kalem""",pencil,[0.03],"""black long pencil""","""siyah uzun kalem""",2600,40,,
972,condition1,closed,wooden,box_closed_wood,"""wooden closed box""","""tahta kapalı kutu""",box,[0.98],"""closed wooden box""","""kapalı tahta kutu""",2834,41,,
972,condition1,long,blue,pencil_long_blue,"""long blue pencil""","""uzun mavi kalem""",pencil,[0.02],"""blue long pencil""","""mavi uzun kalem""",2368,42,,
